,Game ID,Bet Name,Market Name,Sportsbook,line,Odds
575,36707-25135-2024-09-19-16,Over 12.5,Total Runs,Pinnacle,12.5,406.0
576,36707-25135-2024-09-19-16,Over 5.5,Total Runs,Pinnacle,5.5,-343.0
577,36707-25135-2024-09-19-16,Over 7,Total Runs,Pinnacle,7.0,-191.0
578,36707-25135-2024-09-19-16,Over 7.5,Total Runs,Pinnacle,7.5,-139.0
579,36707-25135-2024-09-19-16,Over 8,Total Runs,Pinnacle,8.0,-119.0
580,36707-25135-2024-09-19-16,Over 9,Total Runs,Pinnacle,9.0,132.0
581,36707-25135-2024-09-19-16,Over 9.5,Total Runs,Pinnacle,9.5,160.0
582,36707-25135-2024-09-19-16,Under 10,Total Runs,Pinnacle,10.0,-227.0
583,36707-25135-2024-09-19-16,Under 12.5,Total Runs,Pinnacle,12.5,-582.0
584,36707-25135-2024-09-19-16,Under 5.5,Total Runs,Pinnacle,5.5,266.0
585,36707-25135-2024-09-19-16,Under 7,Total Runs,Pinnacle,7.0,167.0
586,36707-25135-2024-09-19-16,Under 7.5,Total Runs,Pinnacle,7.5,124.0
587,36707-25135-2024-09-19-16,Under 8,Total Runs,Pinnacle,8.0,106.0
588,36707-25135-2024-09-19-16,Under 9,Total Runs,Pinnacle,9.0,-149.0
589,36707-25135-2024-09-19-16,Under 9.5,Total Runs,Pinnacle,9.5,-183.0
590,36707-25135-2024-09-19-16,Over 8.5,Total Runs,Pinnacle,8.5,101.0
591,36707-25135-2024-09-19-16,Under 8.5,Total Runs,Pinnacle,8.5,-114.0
592,36707-25135-2024-09-19-16,Over 0.5,1st Inning Total Runs,Pinnacle,0.5,113.0
593,36707-25135-2024-09-19-16,Under 0.5,1st Inning Total Runs,Pinnacle,0.5,-132.0
594,36707-25135-2024-09-19-16,Over 25,Total Hits + Runs + Errors,Pinnacle,25.0,-124.0
595,36707-25135-2024-09-19-16,Under 25,Total Hits + Runs + Errors,Pinnacle,25.0,102.0
596,36707-25135-2024-09-19-16,Pittsburgh Pirates +1,Run Line,Pinnacle,1.0,-120.0
597,36707-25135-2024-09-19-16,Pittsburgh Pirates +2,Run Line,Pinnacle,2.0,-238.0
598,36707-25135-2024-09-19-16,Pittsburgh Pirates +2.5,Run Line,Pinnacle,2.5,-283.0
599,36707-25135-2024-09-19-16,Pittsburgh Pirates +3,Run Line,Pinnacle,3.0,-413.0
600,36707-25135-2024-09-19-16,Pittsburgh Pirates -1,Run Line,Pinnacle,-1.0,166.0
601,36707-25135-2024-09-19-16,Pittsburgh Pirates -1.5,Run Line,Pinnacle,-1.5,197.0
602,36707-25135-2024-09-19-16,St. Louis Cardinals +1,Run Line,Pinnacle,1.0,-195.0
603,36707-25135-2024-09-19-16,St. Louis Cardinals +1.5,Run Line,Pinnacle,1.5,-242.0
604,36707-25135-2024-09-19-16,St. Louis Cardinals -1,Run Line,Pinnacle,-1.0,106.0
605,36707-25135-2024-09-19-16,St. Louis Cardinals -2,Run Line,Pinnacle,-2.0,204.0
606,36707-25135-2024-09-19-16,St. Louis Cardinals -2.5,Run Line,Pinnacle,-2.5,232.0
607,36707-25135-2024-09-19-16,St. Louis Cardinals -3,Run Line,Pinnacle,-3.0,310.0
608,36707-25135-2024-09-19-16,Pittsburgh Pirates +1.5,Run Line,Pinnacle,1.5,-171.0
609,36707-25135-2024-09-19-16,St. Louis Cardinals -1.5,Run Line,Pinnacle,-1.5,153.0
610,36707-25135-2024-09-19-16,Pittsburgh Pirates -0,1st Inning Run Line,Pinnacle,-0.0,114.0
611,36707-25135-2024-09-19-16,St. Louis Cardinals +0,1st Inning Run Line,Pinnacle,0.0,-134.0
612,60486-26495-2024-09-19-17,Houston Astros,1st Half Moneyline,BetMGM,,-300.0
613,60486-26495-2024-09-19-17,Los Angeles Angels,1st Half Moneyline,BetMGM,,230.0
614,60486-26495-2024-09-19-17,Over 0.5,1st Inning Total Runs,BetMGM,0.5,100.0
615,60486-26495-2024-09-19-17,Under 0.5,1st Inning Total Runs,BetMGM,0.5,-125.0
616,60486-26495-2024-09-19-17,Houston Astros +0.5,1st Half Run Line,BetMGM,0.5,-400.0
617,60486-26495-2024-09-19-17,Houston Astros +1.5,1st Half Run Line,BetMGM,1.5,-800.0
618,60486-26495-2024-09-19-17,Houston Astros +2.5,1st Half Run Line,BetMGM,2.5,-2000.0
619,60486-26495-2024-09-19-17,Houston Astros -0.5,1st Half Run Line,BetMGM,-0.5,-200.0
620,60486-26495-2024-09-19-17,Houston Astros -2.5,1st Half Run Line,BetMGM,-2.5,150.0
621,60486-26495-2024-09-19-17,Los Angeles Angels +0.5,1st Half Run Line,BetMGM,0.5,150.0
622,60486-26495-2024-09-19-17,Los Angeles Angels +2.5,1st Half Run Line,BetMGM,2.5,-200.0
623,60486-26495-2024-09-19-17,Los Angeles Angels -0.5,1st Half Run Line,BetMGM,-0.5,280.0
624,60486-26495-2024-09-19-17,Los Angeles Angels -1.5,1st Half Run Line,BetMGM,-1.5,475.0
625,60486-26495-2024-09-19-17,Los Angeles Angels -2.5,1st Half Run Line,BetMGM,-2.5,775.0
626,60486-26495-2024-09-19-17,Houston Astros -1.5,1st Half Run Line,BetMGM,-1.5,-110.0
627,60486-26495-2024-09-19-17,Los Angeles Angels +1.5,1st Half Run Line,BetMGM,1.5,-120.0
628,60486-26495-2024-09-19-17,Houston Astros,Moneyline,BetMGM,,-300.0
629,60486-26495-2024-09-19-17,Los Angeles Angels,Moneyline,BetMGM,,230.0
630,60486-26495-2024-09-19-17,Over 10,Total Runs,BetMGM,10.0,200.0
631,60486-26495-2024-09-19-17,Over 10.5,Total Runs,BetMGM,10.5,220.0
632,60486-26495-2024-09-19-17,Over 11,Total Runs,BetMGM,11.0,280.0
633,60486-26495-2024-09-19-17,Over 11.5,Total Runs,BetMGM,11.5,310.0
634,60486-26495-2024-09-19-17,Over 12,Total Runs,BetMGM,12.0,400.0
635,60486-26495-2024-09-19-17,Over 12.5,Total Runs,BetMGM,12.5,400.0
636,60486-26495-2024-09-19-17,Over 13,Total Runs,BetMGM,13.0,525.0
637,60486-26495-2024-09-19-17,Over 13.5,Total Runs,BetMGM,13.5,550.0
638,60486-26495-2024-09-19-17,Over 14,Total Runs,BetMGM,14.0,675.0
639,60486-26495-2024-09-19-17,Over 14.5,Total Runs,BetMGM,14.5,700.0
640,60486-26495-2024-09-19-17,Over 3.5,Total Runs,BetMGM,3.5,-1600.0
641,60486-26495-2024-09-19-17,Over 4,Total Runs,BetMGM,4.0,-1400.0
642,60486-26495-2024-09-19-17,Over 4.5,Total Runs,BetMGM,4.5,-800.0
643,60486-26495-2024-09-19-17,Over 5,Total Runs,BetMGM,5.0,-700.0
644,60486-26495-2024-09-19-17,Over 5.5,Total Runs,BetMGM,5.5,-375.0
645,60486-26495-2024-09-19-17,Over 6,Total Runs,BetMGM,6.0,-350.0
646,60486-26495-2024-09-19-17,Over 6.5,Total Runs,BetMGM,6.5,-250.0
647,60486-26495-2024-09-19-17,Over 7,Total Runs,BetMGM,7.0,-210.0
648,60486-26495-2024-09-19-17,Over 7.5,Total Runs,BetMGM,7.5,-145.0
649,60486-26495-2024-09-19-17,Over 8.5,Total Runs,BetMGM,8.5,100.0
650,60486-26495-2024-09-19-17,Over 9,Total Runs,BetMGM,9.0,125.0
651,60486-26495-2024-09-19-17,Over 9.5,Total Runs,BetMGM,9.5,155.0
652,60486-26495-2024-09-19-17,Under 10,Total Runs,BetMGM,10.0,-275.0
653,60486-26495-2024-09-19-17,Under 10.5,Total Runs,BetMGM,10.5,-300.0
654,60486-26495-2024-09-19-17,Under 11,Total Runs,BetMGM,11.0,-400.0
655,60486-26495-2024-09-19-17,Under 11.5,Total Runs,BetMGM,11.5,-450.0
656,60486-26495-2024-09-19-17,Under 12,Total Runs,BetMGM,12.0,-650.0
657,60486-26495-2024-09-19-17,Under 12.5,Total Runs,BetMGM,12.5,-650.0
658,60486-26495-2024-09-19-17,Under 13,Total Runs,BetMGM,13.0,-1000.0
659,60486-26495-2024-09-19-17,Under 13.5,Total Runs,BetMGM,13.5,-1000.0
660,60486-26495-2024-09-19-17,Under 14,Total Runs,BetMGM,14.0,-1400.0
661,60486-26495-2024-09-19-17,Under 14.5,Total Runs,BetMGM,14.5,-1600.0
662,60486-26495-2024-09-19-17,Under 3.5,Total Runs,BetMGM,3.5,700.0
663,60486-26495-2024-09-19-17,Under 4,Total Runs,BetMGM,4.0,675.0
664,60486-26495-2024-09-19-17,Under 4.5,Total Runs,BetMGM,4.5,475.0
665,60486-26495-2024-09-19-17,Under 5,Total Runs,BetMGM,5.0,425.0
666,60486-26495-2024-09-19-17,Under 5.5,Total Runs,BetMGM,5.5,270.0
667,60486-26495-2024-09-19-17,Under 6,Total Runs,BetMGM,6.0,240.0
668,60486-26495-2024-09-19-17,Under 6.5,Total Runs,BetMGM,6.5,185.0
669,60486-26495-2024-09-19-17,Under 7,Total Runs,BetMGM,7.0,155.0
670,60486-26495-2024-09-19-17,Under 7.5,Total Runs,BetMGM,7.5,110.0
671,60486-26495-2024-09-19-17,Under 8.5,Total Runs,BetMGM,8.5,-130.0
672,60486-26495-2024-09-19-17,Under 9,Total Runs,BetMGM,9.0,-165.0
673,60486-26495-2024-09-19-17,Under 9.5,Total Runs,BetMGM,9.5,-210.0
674,60486-26495-2024-09-19-17,Over 8,Total Runs,BetMGM,8.0,-120.0
675,60486-26495-2024-09-19-17,Under 8,Total Runs,BetMGM,8.0,100.0
676,60486-26495-2024-09-19-17,Over 1.5,1st Half Total Runs,BetMGM,1.5,-900.0
677,60486-26495-2024-09-19-17,Over 2,1st Half Total Runs,BetMGM,2.0,-750.0
678,60486-26495-2024-09-19-17,Over 2.5,1st Half Total Runs,BetMGM,2.5,-350.0
679,60486-26495-2024-09-19-17,Over 3,1st Half Total Runs,BetMGM,3.0,-300.0
680,60486-26495-2024-09-19-17,Over 3.5,1st Half Total Runs,BetMGM,3.5,-190.0
681,60486-26495-2024-09-19-17,Over 4,1st Half Total Runs,BetMGM,4.0,-150.0
682,60486-26495-2024-09-19-17,Over 5,1st Half Total Runs,BetMGM,5.0,120.0
683,60486-26495-2024-09-19-17,Over 5.5,1st Half Total Runs,BetMGM,5.5,145.0
684,60486-26495-2024-09-19-17,Over 6,1st Half Total Runs,BetMGM,6.0,200.0
685,60486-26495-2024-09-19-17,Over 6.5,1st Half Total Runs,BetMGM,6.5,220.0
686,60486-26495-2024-09-19-17,Under 1.5,1st Half Total Runs,BetMGM,1.5,525.0
687,60486-26495-2024-09-19-17,Under 2,1st Half Total Runs,BetMGM,2.0,450.0
688,60486-26495-2024-09-19-17,Under 2.5,1st Half Total Runs,BetMGM,2.5,250.0
689,60486-26495-2024-09-19-17,Under 3,1st Half Total Runs,BetMGM,3.0,220.0
690,60486-26495-2024-09-19-17,Under 3.5,1st Half Total Runs,BetMGM,3.5,145.0
691,60486-26495-2024-09-19-17,Under 4,1st Half Total Runs,BetMGM,4.0,115.0
692,60486-26495-2024-09-19-17,Under 5,1st Half Total Runs,BetMGM,5.0,-155.0
693,60486-26495-2024-09-19-17,Under 5.5,1st Half Total Runs,BetMGM,5.5,-190.0
694,60486-26495-2024-09-19-17,Under 6,1st Half Total Runs,BetMGM,6.0,-275.0
695,60486-26495-2024-09-19-17,Under 6.5,1st Half Total Runs,BetMGM,6.5,-300.0
696,60486-26495-2024-09-19-17,Over 4.5,1st Half Total Runs,BetMGM,4.5,-110.0
697,60486-26495-2024-09-19-17,Under 4.5,1st Half Total Runs,BetMGM,4.5,-120.0
698,60486-26495-2024-09-19-17,Houston Astros Over 1.5,Team Total,BetMGM,1.5,-1400.0
699,60486-26495-2024-09-19-17,Houston Astros Over 2.5,Team Total,BetMGM,2.5,-550.0
700,60486-26495-2024-09-19-17,Houston Astros Over 3.5,Team Total,BetMGM,3.5,-250.0
701,60486-26495-2024-09-19-17,Houston Astros Over 5.5,Team Total,BetMGM,5.5,125.0
702,60486-26495-2024-09-19-17,Houston Astros Over 6.5,Team Total,BetMGM,6.5,200.0
703,60486-26495-2024-09-19-17,Houston Astros Over 7.5,Team Total,BetMGM,7.5,300.0
704,60486-26495-2024-09-19-17,Houston Astros Over 8.5,Team Total,BetMGM,8.5,450.0
705,60486-26495-2024-09-19-17,Houston Astros Over 9.5,Team Total,BetMGM,9.5,625.0
706,60486-26495-2024-09-19-17,Houston Astros Under 1.5,Team Total,BetMGM,1.5,650.0
707,60486-26495-2024-09-19-17,Houston Astros Under 2.5,Team Total,BetMGM,2.5,350.0
708,60486-26495-2024-09-19-17,Houston Astros Under 3.5,Team Total,BetMGM,3.5,185.0
709,60486-26495-2024-09-19-17,Houston Astros Under 5.5,Team Total,BetMGM,5.5,-160.0
710,60486-26495-2024-09-19-17,Houston Astros Under 6.5,Team Total,BetMGM,6.5,-275.0
711,60486-26495-2024-09-19-17,Houston Astros Under 7.5,Team Total,BetMGM,7.5,-450.0
712,60486-26495-2024-09-19-17,Houston Astros Under 8.5,Team Total,BetMGM,8.5,-750.0
713,60486-26495-2024-09-19-17,Houston Astros Under 9.5,Team Total,BetMGM,9.5,-1200.0
714,60486-26495-2024-09-19-17,Los Angeles Angels Over 1.5,Team Total,BetMGM,1.5,-350.0
715,60486-26495-2024-09-19-17,Los Angeles Angels Over 3.5,Team Total,BetMGM,3.5,135.0
716,60486-26495-2024-09-19-17,Los Angeles Angels Over 4.5,Team Total,BetMGM,4.5,240.0
717,60486-26495-2024-09-19-17,Los Angeles Angels Over 5.5,Team Total,BetMGM,5.5,375.0
718,60486-26495-2024-09-19-17,Los Angeles Angels Over 6.5,Team Total,BetMGM,6.5,575.0
719,60486-26495-2024-09-19-17,Los Angeles Angels Over 7.5,Team Total,BetMGM,7.5,850.0
720,60486-26495-2024-09-19-17,Los Angeles Angels Over 8.5,Team Total,BetMGM,8.5,1150.0
721,60486-26495-2024-09-19-17,Los Angeles Angels Over 9.5,Team Total,BetMGM,9.5,1700.0
722,60486-26495-2024-09-19-17,Los Angeles Angels Under 1.5,Team Total,BetMGM,1.5,240.0
723,60486-26495-2024-09-19-17,Los Angeles Angels Under 3.5,Team Total,BetMGM,3.5,-175.0
724,60486-26495-2024-09-19-17,Los Angeles Angels Under 4.5,Team Total,BetMGM,4.5,-350.0
725,60486-26495-2024-09-19-17,Los Angeles Angels Under 5.5,Team Total,BetMGM,5.5,-600.0
726,60486-26495-2024-09-19-17,Los Angeles Angels Under 6.5,Team Total,BetMGM,6.5,-1100.0
727,60486-26495-2024-09-19-17,Los Angeles Angels Under 7.5,Team Total,BetMGM,7.5,-2500.0
728,60486-26495-2024-09-19-17,Los Angeles Angels Under 8.5,Team Total,BetMGM,8.5,-10000.0
729,60486-26495-2024-09-19-17,Los Angeles Angels Under 9.5,Team Total,BetMGM,9.5,-10000.0
730,60486-26495-2024-09-19-17,Houston Astros Over 4.5,Team Total,BetMGM,4.5,-140.0
731,60486-26495-2024-09-19-17,Houston Astros Under 4.5,Team Total,BetMGM,4.5,105.0
732,60486-26495-2024-09-19-17,Los Angeles Angels Over 2.5,Team Total,BetMGM,2.5,-145.0
733,60486-26495-2024-09-19-17,Los Angeles Angels Under 2.5,Team Total,BetMGM,2.5,110.0
734,60486-26495-2024-09-19-17,No,No Runs First Inning,BetMGM,,100.0
735,60486-26495-2024-09-19-17,Yes,No Runs First Inning,BetMGM,,-125.0
736,60486-26495-2024-09-19-17,Draw,1st Inning Moneyline 3-Way,BetMGM,,-140.0
737,60486-26495-2024-09-19-17,Houston Astros,1st Inning Moneyline 3-Way,BetMGM,,220.0
738,60486-26495-2024-09-19-17,Los Angeles Angels,1st Inning Moneyline 3-Way,BetMGM,,450.0
739,60486-26495-2024-09-19-17,Houston Astros +1.5,Run Line,BetMGM,1.5,-550.0
740,60486-26495-2024-09-19-17,Houston Astros +2.5,Run Line,BetMGM,2.5,-900.0
741,60486-26495-2024-09-19-17,Houston Astros -2.5,Run Line,BetMGM,-2.5,115.0
742,60486-26495-2024-09-19-17,Los Angeles Angels +2.5,Run Line,BetMGM,2.5,-150.0
743,60486-26495-2024-09-19-17,Los Angeles Angels -1.5,Run Line,BetMGM,-1.5,340.0
744,60486-26495-2024-09-19-17,Los Angeles Angels -2.5,Run Line,BetMGM,-2.5,500.0
745,60486-26495-2024-09-19-17,Houston Astros -1.5,Run Line,BetMGM,-1.5,-140.0
746,60486-26495-2024-09-19-17,Los Angeles Angels +1.5,Run Line,BetMGM,1.5,115.0
747,40548-36174-2024-09-19-16,Chicago Cubs,1st Half Moneyline,BetMGM,,-160.0
748,40548-36174-2024-09-19-16,Washington Nationals,1st Half Moneyline,BetMGM,,130.0
749,40548-36174-2024-09-19-16,Over 0.5,1st Inning Total Runs,BetMGM,0.5,-110.0
750,40548-36174-2024-09-19-16,Under 0.5,1st Inning Total Runs,BetMGM,0.5,-115.0
751,40548-36174-2024-09-19-16,Chicago Cubs +0.5,1st Half Run Line,BetMGM,0.5,-210.0
752,40548-36174-2024-09-19-16,Chicago Cubs +1.5,1st Half Run Line,BetMGM,1.5,-350.0
753,40548-36174-2024-09-19-16,Chicago Cubs +2.5,1st Half Run Line,BetMGM,2.5,-700.0
754,40548-36174-2024-09-19-16,Chicago Cubs -1.5,1st Half Run Line,BetMGM,-1.5,150.0
755,40548-36174-2024-09-19-16,Chicago Cubs -2.5,1st Half Run Line,BetMGM,-2.5,250.0
756,40548-36174-2024-09-19-16,Washington Nationals +1.5,1st Half Run Line,BetMGM,1.5,-200.0
757,40548-36174-2024-09-19-16,Washington Nationals +2.5,1st Half Run Line,BetMGM,2.5,-350.0
758,40548-36174-2024-09-19-16,Washington Nationals -0.5,1st Half Run Line,BetMGM,-0.5,160.0
759,40548-36174-2024-09-19-16,Washington Nationals -1.5,1st Half Run Line,BetMGM,-1.5,250.0
760,40548-36174-2024-09-19-16,Washington Nationals -2.5,1st Half Run Line,BetMGM,-2.5,425.0
761,40548-36174-2024-09-19-16,Chicago Cubs -0.5,1st Half Run Line,BetMGM,-0.5,-115.0
762,40548-36174-2024-09-19-16,Washington Nationals +0.5,1st Half Run Line,BetMGM,0.5,-115.0
763,40548-36174-2024-09-19-16,Chicago Cubs,Moneyline,BetMGM,,-165.0
764,40548-36174-2024-09-19-16,Washington Nationals,Moneyline,BetMGM,,140.0
765,40548-36174-2024-09-19-16,Over 10,Total Runs,BetMGM,10.0,160.0
766,40548-36174-2024-09-19-16,Over 10.5,Total Runs,BetMGM,10.5,180.0
767,40548-36174-2024-09-19-16,Over 11,Total Runs,BetMGM,11.0,240.0
768,40548-36174-2024-09-19-16,Over 11.5,Total Runs,BetMGM,11.5,270.0
769,40548-36174-2024-09-19-16,Over 12,Total Runs,BetMGM,12.0,325.0
770,40548-36174-2024-09-19-16,Over 12.5,Total Runs,BetMGM,12.5,340.0
771,40548-36174-2024-09-19-16,Over 13,Total Runs,BetMGM,13.0,450.0
772,40548-36174-2024-09-19-16,Over 13.5,Total Runs,BetMGM,13.5,475.0
773,40548-36174-2024-09-19-16,Over 14,Total Runs,BetMGM,14.0,600.0
774,40548-36174-2024-09-19-16,Over 14.5,Total Runs,BetMGM,14.5,600.0
775,40548-36174-2024-09-19-16,Over 3.5,Total Runs,BetMGM,3.5,-2000.0
776,40548-36174-2024-09-19-16,Over 4,Total Runs,BetMGM,4.0,-2000.0
777,40548-36174-2024-09-19-16,Over 4.5,Total Runs,BetMGM,4.5,-1000.0
778,40548-36174-2024-09-19-16,Over 5,Total Runs,BetMGM,5.0,-900.0
779,40548-36174-2024-09-19-16,Over 5.5,Total Runs,BetMGM,5.5,-450.0
780,40548-36174-2024-09-19-16,Over 6,Total Runs,BetMGM,6.0,-400.0
781,40548-36174-2024-09-19-16,Over 6.5,Total Runs,BetMGM,6.5,-300.0
782,40548-36174-2024-09-19-16,Over 7,Total Runs,BetMGM,7.0,-250.0
783,40548-36174-2024-09-19-16,Over 7.5,Total Runs,BetMGM,7.5,-175.0
784,40548-36174-2024-09-19-16,Over 8,Total Runs,BetMGM,8.0,-150.0
785,40548-36174-2024-09-19-16,Over 9,Total Runs,BetMGM,9.0,105.0
786,40548-36174-2024-09-19-16,Over 9.5,Total Runs,BetMGM,9.5,135.0
787,40548-36174-2024-09-19-16,Under 10,Total Runs,BetMGM,10.0,-210.0
788,40548-36174-2024-09-19-16,Under 10.5,Total Runs,BetMGM,10.5,-250.0
789,40548-36174-2024-09-19-16,Under 11,Total Runs,BetMGM,11.0,-350.0
790,40548-36174-2024-09-19-16,Under 11.5,Total Runs,BetMGM,11.5,-375.0
791,40548-36174-2024-09-19-16,Under 12,Total Runs,BetMGM,12.0,-500.0
792,40548-36174-2024-09-19-16,Under 12.5,Total Runs,BetMGM,12.5,-550.0
793,40548-36174-2024-09-19-16,Under 13,Total Runs,BetMGM,13.0,-750.0
794,40548-36174-2024-09-19-16,Under 13.5,Total Runs,BetMGM,13.5,-800.0
795,40548-36174-2024-09-19-16,Under 14,Total Runs,BetMGM,14.0,-1100.0
796,40548-36174-2024-09-19-16,Under 14.5,Total Runs,BetMGM,14.5,-1200.0
797,40548-36174-2024-09-19-16,Under 3.5,Total Runs,BetMGM,3.5,800.0
798,40548-36174-2024-09-19-16,Under 4,Total Runs,BetMGM,4.0,775.0
799,40548-36174-2024-09-19-16,Under 4.5,Total Runs,BetMGM,4.5,550.0
800,40548-36174-2024-09-19-16,Under 5,Total Runs,BetMGM,5.0,500.0
801,40548-36174-2024-09-19-16,Under 5.5,Total Runs,BetMGM,5.5,310.0
802,40548-36174-2024-09-19-16,Under 6,Total Runs,BetMGM,6.0,280.0
803,40548-36174-2024-09-19-16,Under 6.5,Total Runs,BetMGM,6.5,220.0
804,40548-36174-2024-09-19-16,Under 7,Total Runs,BetMGM,7.0,185.0
805,40548-36174-2024-09-19-16,Under 7.5,Total Runs,BetMGM,7.5,135.0
806,40548-36174-2024-09-19-16,Under 8,Total Runs,BetMGM,8.0,115.0
807,40548-36174-2024-09-19-16,Under 9,Total Runs,BetMGM,9.0,-140.0
808,40548-36174-2024-09-19-16,Under 9.5,Total Runs,BetMGM,9.5,-175.0
809,40548-36174-2024-09-19-16,Over 8.5,Total Runs,BetMGM,8.5,-115.0
810,40548-36174-2024-09-19-16,Under 8.5,Total Runs,BetMGM,8.5,-105.0
811,40548-36174-2024-09-19-16,Over 1.5,1st Half Total Runs,BetMGM,1.5,-1100.0
812,40548-36174-2024-09-19-16,Over 2,1st Half Total Runs,BetMGM,2.0,-900.0
813,40548-36174-2024-09-19-16,Over 2.5,1st Half Total Runs,BetMGM,2.5,-400.0
814,40548-36174-2024-09-19-16,Over 3,1st Half Total Runs,BetMGM,3.0,-350.0
815,40548-36174-2024-09-19-16,Over 3.5,1st Half Total Runs,BetMGM,3.5,-210.0
816,40548-36174-2024-09-19-16,Over 4,1st Half Total Runs,BetMGM,4.0,-165.0
817,40548-36174-2024-09-19-16,Over 5,1st Half Total Runs,BetMGM,5.0,105.0
818,40548-36174-2024-09-19-16,Over 5.5,1st Half Total Runs,BetMGM,5.5,125.0
819,40548-36174-2024-09-19-16,Over 6,1st Half Total Runs,BetMGM,6.0,170.0
820,40548-36174-2024-09-19-16,Over 6.5,1st Half Total Runs,BetMGM,6.5,200.0
821,40548-36174-2024-09-19-16,Under 1.5,1st Half Total Runs,BetMGM,1.5,575.0
822,40548-36174-2024-09-19-16,Under 2,1st Half Total Runs,BetMGM,2.0,525.0
823,40548-36174-2024-09-19-16,Under 2.5,1st Half Total Runs,BetMGM,2.5,280.0
824,40548-36174-2024-09-19-16,Under 3,1st Half Total Runs,BetMGM,3.0,240.0
825,40548-36174-2024-09-19-16,Under 3.5,1st Half Total Runs,BetMGM,3.5,160.0
826,40548-36174-2024-09-19-16,Under 4,1st Half Total Runs,BetMGM,4.0,125.0
827,40548-36174-2024-09-19-16,Under 5,1st Half Total Runs,BetMGM,5.0,-140.0
828,40548-36174-2024-09-19-16,Under 5.5,1st Half Total Runs,BetMGM,5.5,-165.0
829,40548-36174-2024-09-19-16,Under 6,1st Half Total Runs,BetMGM,6.0,-225.0
830,40548-36174-2024-09-19-16,Under 6.5,1st Half Total Runs,BetMGM,6.5,-275.0
831,40548-36174-2024-09-19-16,Over 4.5,1st Half Total Runs,BetMGM,4.5,-125.0
832,40548-36174-2024-09-19-16,Under 4.5,1st Half Total Runs,BetMGM,4.5,-105.0
833,40548-36174-2024-09-19-16,Chicago Cubs Over 1.5,Team Total,BetMGM,1.5,-1100.0
834,40548-36174-2024-09-19-16,Chicago Cubs Over 2.5,Team Total,BetMGM,2.5,-400.0
835,40548-36174-2024-09-19-16,Chicago Cubs Over 3.5,Team Total,BetMGM,3.5,-210.0
836,40548-36174-2024-09-19-16,Chicago Cubs Over 5.5,Team Total,BetMGM,5.5,150.0
837,40548-36174-2024-09-19-16,Chicago Cubs Over 6.5,Team Total,BetMGM,6.5,240.0
838,40548-36174-2024-09-19-16,Chicago Cubs Over 7.5,Team Total,BetMGM,7.5,375.0
839,40548-36174-2024-09-19-16,Chicago Cubs Over 8.5,Team Total,BetMGM,8.5,550.0
840,40548-36174-2024-09-19-16,Chicago Cubs Over 9.5,Team Total,BetMGM,9.5,800.0
841,40548-36174-2024-09-19-16,Chicago Cubs Under 1.5,Team Total,BetMGM,1.5,575.0
842,40548-36174-2024-09-19-16,Chicago Cubs Under 2.5,Team Total,BetMGM,2.5,280.0
843,40548-36174-2024-09-19-16,Chicago Cubs Under 3.5,Team Total,BetMGM,3.5,155.0
844,40548-36174-2024-09-19-16,Chicago Cubs Under 5.5,Team Total,BetMGM,5.5,-200.0
845,40548-36174-2024-09-19-16,Chicago Cubs Under 6.5,Team Total,BetMGM,6.5,-350.0
846,40548-36174-2024-09-19-16,Chicago Cubs Under 7.5,Team Total,BetMGM,7.5,-600.0
847,40548-36174-2024-09-19-16,Chicago Cubs Under 8.5,Team Total,BetMGM,8.5,-1000.0
848,40548-36174-2024-09-19-16,Chicago Cubs Under 9.5,Team Total,BetMGM,9.5,-2000.0
849,40548-36174-2024-09-19-16,Washington Nationals Over 1.5,Team Total,BetMGM,1.5,-550.0
850,40548-36174-2024-09-19-16,Washington Nationals Over 2.5,Team Total,BetMGM,2.5,-250.0
851,40548-36174-2024-09-19-16,Washington Nationals Over 4.5,Team Total,BetMGM,4.5,140.0
852,40548-36174-2024-09-19-16,Washington Nationals Over 5.5,Team Total,BetMGM,5.5,220.0
853,40548-36174-2024-09-19-16,Washington Nationals Over 6.5,Team Total,BetMGM,6.5,350.0
854,40548-36174-2024-09-19-16,Washington Nationals Over 7.5,Team Total,BetMGM,7.5,550.0
855,40548-36174-2024-09-19-16,Washington Nationals Over 8.5,Team Total,BetMGM,8.5,775.0
856,40548-36174-2024-09-19-16,Washington Nationals Over 9.5,Team Total,BetMGM,9.5,1050.0
857,40548-36174-2024-09-19-16,Washington Nationals Under 1.5,Team Total,BetMGM,1.5,360.0
858,40548-36174-2024-09-19-16,Washington Nationals Under 2.5,Team Total,BetMGM,2.5,180.0
859,40548-36174-2024-09-19-16,Washington Nationals Under 4.5,Team Total,BetMGM,4.5,-185.0
860,40548-36174-2024-09-19-16,Washington Nationals Under 5.5,Team Total,BetMGM,5.5,-300.0
861,40548-36174-2024-09-19-16,Washington Nationals Under 6.5,Team Total,BetMGM,6.5,-550.0
862,40548-36174-2024-09-19-16,Washington Nationals Under 7.5,Team Total,BetMGM,7.5,-1000.0
863,40548-36174-2024-09-19-16,Washington Nationals Under 8.5,Team Total,BetMGM,8.5,-2000.0
864,40548-36174-2024-09-19-16,Washington Nationals Under 9.5,Team Total,BetMGM,9.5,-5000.0
865,40548-36174-2024-09-19-16,Chicago Cubs Over 4.5,Team Total,BetMGM,4.5,-115.0
