,Game ID,Bet Name,Market Name,Sportsbook,line,Odds
0,37569-25683-2024-09-20-18,Over 0.5,1st Inning Total Runs,Caesars,0.5,110.0
1,37569-25683-2024-09-20-18,Under 0.5,1st Inning Total Runs,Caesars,0.5,-140.0
2,37569-25683-2024-09-20-18,Chicago White Sox,Moneyline,Caesars,,205.0
3,37569-25683-2024-09-20-18,San Diego Padres,Moneyline,Caesars,,-250.0
4,37569-25683-2024-09-20-18,Over 7.5,Total Runs,Caesars,7.5,100.0
5,37569-25683-2024-09-20-18,Under 7.5,Total Runs,Caesars,7.5,-120.0
6,37569-25683-2024-09-20-18,San Diego Padres Over 2.5,Team Total,Caesars,2.5,-350.0
7,37569-25683-2024-09-20-18,San Diego Padres Over 3.5,Team Total,Caesars,3.5,-175.0
8,37569-25683-2024-09-20-18,San Diego Padres Over 5.5,Team Total,Caesars,5.5,160.0
9,37569-25683-2024-09-20-18,San Diego Padres Over 6.5,Team Total,Caesars,6.5,250.0
10,37569-25683-2024-09-20-18,San Diego Padres Over 7.5,Team Total,Caesars,7.5,375.0
11,37569-25683-2024-09-20-18,San Diego Padres Over 8.5,Team Total,Caesars,8.5,550.0
12,37569-25683-2024-09-20-18,San Diego Padres Under 2.5,Team Total,Caesars,2.5,250.0
13,37569-25683-2024-09-20-18,San Diego Padres Under 3.5,Team Total,Caesars,3.5,138.0
14,37569-25683-2024-09-20-18,San Diego Padres Under 5.5,Team Total,Caesars,5.5,-225.0
15,37569-25683-2024-09-20-18,San Diego Padres Under 6.5,Team Total,Caesars,6.5,-350.0
16,37569-25683-2024-09-20-18,San Diego Padres Under 7.5,Team Total,Caesars,7.5,-600.0
17,37569-25683-2024-09-20-18,San Diego Padres Under 8.5,Team Total,Caesars,8.5,-1000.0
18,37569-25683-2024-09-20-18,San Diego Padres Over 4.5,Team Total,Caesars,4.5,100.0
19,37569-25683-2024-09-20-18,San Diego Padres Under 4.5,Team Total,Caesars,4.5,-133.0
20,37569-25683-2024-09-20-18,No,No Runs First Inning,Caesars,,110.0
21,37569-25683-2024-09-20-18,Yes,No Runs First Inning,Caesars,,-140.0
22,37569-25683-2024-09-20-18,Chicago White Sox,1st Inning Moneyline 3-Way,Caesars,,460.0
23,37569-25683-2024-09-20-18,Draw,1st Inning Moneyline 3-Way,Caesars,,-200.0
24,37569-25683-2024-09-20-18,San Diego Padres,1st Inning Moneyline 3-Way,Caesars,,255.0
25,54558-76765-2024-09-20-18,Over 0.5,1st Inning Total Runs,Caesars,0.5,105.0
26,54558-76765-2024-09-20-18,Under 0.5,1st Inning Total Runs,Caesars,0.5,-135.0
27,54558-76765-2024-09-20-18,New York Yankees,Moneyline,Caesars,,-195.0
28,54558-76765-2024-09-20-18,Oakland Athletics,Moneyline,Caesars,,162.0
29,54558-76765-2024-09-20-18,Over 8,Total Runs,Caesars,8.0,-105.0
30,54558-76765-2024-09-20-18,Under 8,Total Runs,Caesars,8.0,-115.0
31,54558-76765-2024-09-20-18,New York Yankees Over 2.5,Team Total,Caesars,2.5,-400.0
32,54558-76765-2024-09-20-18,New York Yankees Over 3.5,Team Total,Caesars,3.5,-200.0
33,54558-76765-2024-09-20-18,New York Yankees Over 5.5,Team Total,Caesars,5.5,130.0
34,54558-76765-2024-09-20-18,New York Yankees Over 6.5,Team Total,Caesars,6.5,200.0
35,54558-76765-2024-09-20-18,New York Yankees Over 7.5,Team Total,Caesars,7.5,290.0
36,54558-76765-2024-09-20-18,New York Yankees Over 8.5,Team Total,Caesars,8.5,450.0
37,54558-76765-2024-09-20-18,New York Yankees Under 2.5,Team Total,Caesars,2.5,275.0
38,54558-76765-2024-09-20-18,New York Yankees Under 3.5,Team Total,Caesars,3.5,160.0
39,54558-76765-2024-09-20-18,New York Yankees Under 5.5,Team Total,Caesars,5.5,-167.0
40,54558-76765-2024-09-20-18,New York Yankees Under 6.5,Team Total,Caesars,6.5,-275.0
41,54558-76765-2024-09-20-18,New York Yankees Under 7.5,Team Total,Caesars,7.5,-450.0
42,54558-76765-2024-09-20-18,New York Yankees Under 8.5,Team Total,Caesars,8.5,-800.0
43,54558-76765-2024-09-20-18,New York Yankees Over 4.5,Team Total,Caesars,4.5,-125.0
44,54558-76765-2024-09-20-18,New York Yankees Under 4.5,Team Total,Caesars,4.5,100.0
45,54558-76765-2024-09-20-18,No,No Runs First Inning,Caesars,,105.0
46,54558-76765-2024-09-20-18,Yes,No Runs First Inning,Caesars,,-135.0
47,54558-76765-2024-09-20-18,Draw,1st Inning Moneyline 3-Way,Caesars,,-190.0
48,54558-76765-2024-09-20-18,New York Yankees,1st Inning Moneyline 3-Way,Caesars,,270.0
49,54558-76765-2024-09-20-18,Oakland Athletics,1st Inning Moneyline 3-Way,Caesars,,400.0
50,81005-25135-2024-09-20-17,Over 0.5,1st Inning Total Runs,Caesars,0.5,100.0
51,81005-25135-2024-09-20-17,Under 0.5,1st Inning Total Runs,Caesars,0.5,-130.0
52,81005-25135-2024-09-20-17,Cleveland Guardians,Moneyline,Caesars,,-105.0
53,81005-25135-2024-09-20-17,St. Louis Cardinals,Moneyline,Caesars,,-115.0
54,81005-25135-2024-09-20-17,Over 8,Total Runs,Caesars,8.0,-115.0
55,81005-25135-2024-09-20-17,Under 8,Total Runs,Caesars,8.0,-105.0
56,81005-25135-2024-09-20-17,Cleveland Guardians Over 2.5,Team Total,Caesars,2.5,-275.0
57,81005-25135-2024-09-20-17,Cleveland Guardians Over 4.5,Team Total,Caesars,4.5,115.0
58,81005-25135-2024-09-20-17,Cleveland Guardians Over 5.5,Team Total,Caesars,5.5,180.0
59,81005-25135-2024-09-20-17,Cleveland Guardians Over 6.5,Team Total,Caesars,6.5,270.0
60,81005-25135-2024-09-20-17,Cleveland Guardians Over 7.5,Team Total,Caesars,7.5,400.0
61,81005-25135-2024-09-20-17,Cleveland Guardians Over 8.5,Team Total,Caesars,8.5,600.0
62,81005-25135-2024-09-20-17,Cleveland Guardians Under 2.5,Team Total,Caesars,2.5,200.0
63,81005-25135-2024-09-20-17,Cleveland Guardians Under 4.5,Team Total,Caesars,4.5,-154.0
64,81005-25135-2024-09-20-17,Cleveland Guardians Under 5.5,Team Total,Caesars,5.5,-250.0
65,81005-25135-2024-09-20-17,Cleveland Guardians Under 6.5,Team Total,Caesars,6.5,-400.0
66,81005-25135-2024-09-20-17,Cleveland Guardians Under 7.5,Team Total,Caesars,7.5,-650.0
67,81005-25135-2024-09-20-17,Cleveland Guardians Under 8.5,Team Total,Caesars,8.5,-1200.0
68,81005-25135-2024-09-20-17,St. Louis Cardinals Over 2.5,Team Total,Caesars,2.5,-250.0
69,81005-25135-2024-09-20-17,St. Louis Cardinals Over 4.5,Team Total,Caesars,4.5,125.0
70,81005-25135-2024-09-20-17,St. Louis Cardinals Over 5.5,Team Total,Caesars,5.5,210.0
71,81005-25135-2024-09-20-17,St. Louis Cardinals Over 6.5,Team Total,Caesars,6.5,320.0
72,81005-25135-2024-09-20-17,St. Louis Cardinals Over 7.5,Team Total,Caesars,7.5,480.0
73,81005-25135-2024-09-20-17,St. Louis Cardinals Over 8.5,Team Total,Caesars,8.5,700.0
74,81005-25135-2024-09-20-17,St. Louis Cardinals Under 2.5,Team Total,Caesars,2.5,190.0
75,81005-25135-2024-09-20-17,St. Louis Cardinals Under 4.5,Team Total,Caesars,4.5,-167.0
76,81005-25135-2024-09-20-17,St. Louis Cardinals Under 5.5,Team Total,Caesars,5.5,-286.0
77,81005-25135-2024-09-20-17,St. Louis Cardinals Under 6.5,Team Total,Caesars,6.5,-500.0
78,81005-25135-2024-09-20-17,St. Louis Cardinals Under 7.5,Team Total,Caesars,7.5,-900.0
79,81005-25135-2024-09-20-17,St. Louis Cardinals Under 8.5,Team Total,Caesars,8.5,-2000.0
80,81005-25135-2024-09-20-17,Cleveland Guardians Over 3.5,Team Total,Caesars,3.5,-150.0
81,81005-25135-2024-09-20-17,Cleveland Guardians Under 3.5,Team Total,Caesars,3.5,115.0
82,81005-25135-2024-09-20-17,St. Louis Cardinals Over 3.5,Team Total,Caesars,3.5,-137.0
83,81005-25135-2024-09-20-17,St. Louis Cardinals Under 3.5,Team Total,Caesars,3.5,105.0
84,81005-25135-2024-09-20-17,No,No Runs First Inning,Caesars,,100.0
85,81005-25135-2024-09-20-17,Yes,No Runs First Inning,Caesars,,-130.0
86,81005-25135-2024-09-20-17,Cleveland Guardians,1st Inning Moneyline 3-Way,Caesars,,340.0
87,81005-25135-2024-09-20-17,Draw,1st Inning Moneyline 3-Way,Caesars,,-190.0
88,81005-25135-2024-09-20-17,St. Louis Cardinals,1st Inning Moneyline 3-Way,Caesars,,310.0
89,35183-80389-2024-09-20-17,Kansas City Royals,Moneyline,Caesars,,-170.0
90,35183-80389-2024-09-20-17,San Francisco Giants,Moneyline,Caesars,,143.0
91,35183-80389-2024-09-20-17,No,No Runs First Inning,Caesars,,100.0
92,35183-80389-2024-09-20-17,Yes,No Runs First Inning,Caesars,,-130.0
93,35183-80389-2024-09-20-17,Kansas City Royals Over 2.5,Team Total,Caesars,2.5,-350.0
94,35183-80389-2024-09-20-17,Kansas City Royals Over 3.5,Team Total,Caesars,3.5,-182.0
95,35183-80389-2024-09-20-17,Kansas City Royals Over 5.5,Team Total,Caesars,5.5,160.0
96,35183-80389-2024-09-20-17,Kansas City Royals Over 6.5,Team Total,Caesars,6.5,250.0
97,35183-80389-2024-09-20-17,Kansas City Royals Over 7.5,Team Total,Caesars,7.5,375.0
98,35183-80389-2024-09-20-17,Kansas City Royals Over 8.5,Team Total,Caesars,8.5,550.0
99,35183-80389-2024-09-20-17,Kansas City Royals Under 2.5,Team Total,Caesars,2.5,250.0
100,35183-80389-2024-09-20-17,Kansas City Royals Under 3.5,Team Total,Caesars,3.5,138.0
101,35183-80389-2024-09-20-17,Kansas City Royals Under 5.5,Team Total,Caesars,5.5,-200.0
102,35183-80389-2024-09-20-17,Kansas City Royals Under 6.5,Team Total,Caesars,6.5,-350.0
103,35183-80389-2024-09-20-17,Kansas City Royals Under 7.5,Team Total,Caesars,7.5,-600.0
104,35183-80389-2024-09-20-17,Kansas City Royals Under 8.5,Team Total,Caesars,8.5,-1000.0
105,35183-80389-2024-09-20-17,San Francisco Giants Over 2.5,Team Total,Caesars,2.5,-225.0
106,35183-80389-2024-09-20-17,San Francisco Giants Over 4.5,Team Total,Caesars,4.5,140.0
107,35183-80389-2024-09-20-17,San Francisco Giants Over 5.5,Team Total,Caesars,5.5,225.0
108,35183-80389-2024-09-20-17,San Francisco Giants Over 6.5,Team Total,Caesars,6.5,340.0
109,35183-80389-2024-09-20-17,San Francisco Giants Over 7.5,Team Total,Caesars,7.5,500.0
110,35183-80389-2024-09-20-17,San Francisco Giants Over 8.5,Team Total,Caesars,8.5,750.0
111,35183-80389-2024-09-20-17,San Francisco Giants Under 2.5,Team Total,Caesars,2.5,160.0
112,35183-80389-2024-09-20-17,San Francisco Giants Under 4.5,Team Total,Caesars,4.5,-187.0
113,35183-80389-2024-09-20-17,San Francisco Giants Under 5.5,Team Total,Caesars,5.5,-300.0
114,35183-80389-2024-09-20-17,San Francisco Giants Under 6.5,Team Total,Caesars,6.5,-550.0
115,35183-80389-2024-09-20-17,San Francisco Giants Under 7.5,Team Total,Caesars,7.5,-900.0
116,35183-80389-2024-09-20-17,San Francisco Giants Under 8.5,Team Total,Caesars,8.5,-2000.0
117,35183-80389-2024-09-20-17,Kansas City Royals Over 4.5,Team Total,Caesars,4.5,100.0
118,35183-80389-2024-09-20-17,Kansas City Royals Under 4.5,Team Total,Caesars,4.5,-125.0
119,35183-80389-2024-09-20-17,San Francisco Giants Over 3.5,Team Total,Caesars,3.5,-118.0
120,35183-80389-2024-09-20-17,San Francisco Giants Under 3.5,Team Total,Caesars,3.5,-110.0
121,35183-80389-2024-09-20-17,Draw,1st Inning Moneyline 3-Way,Caesars,,-180.0
122,35183-80389-2024-09-20-17,Kansas City Royals,1st Inning Moneyline 3-Way,Caesars,,265.0
123,35183-80389-2024-09-20-17,San Francisco Giants,1st Inning Moneyline 3-Way,Caesars,,375.0
124,35183-80389-2024-09-20-17,Over 8.5,Total Runs,Caesars,8.5,100.0
125,35183-80389-2024-09-20-17,Under 8.5,Total Runs,Caesars,8.5,-120.0
126,35183-80389-2024-09-20-17,Over 0.5,1st Inning Total Runs,Caesars,0.5,100.0
127,35183-80389-2024-09-20-17,Under 0.5,1st Inning Total Runs,Caesars,0.5,-130.0
128,60486-26495-2024-09-20-17,Houston Astros,Moneyline,Caesars,,-250.0
129,60486-26495-2024-09-20-17,Los Angeles Angels,Moneyline,Caesars,,205.0
130,60486-26495-2024-09-20-17,No,No Runs First Inning,Caesars,,-105.0
131,60486-26495-2024-09-20-17,Yes,No Runs First Inning,Caesars,,-125.0
132,60486-26495-2024-09-20-17,Houston Astros Over 2.5,Team Total,Caesars,2.5,-450.0
133,60486-26495-2024-09-20-17,Houston Astros Over 3.5,Team Total,Caesars,3.5,-225.0
134,60486-26495-2024-09-20-17,Houston Astros Over 5.5,Team Total,Caesars,5.5,130.0
135,60486-26495-2024-09-20-17,Houston Astros Over 6.5,Team Total,Caesars,6.5,200.0
136,60486-26495-2024-09-20-17,Houston Astros Over 7.5,Team Total,Caesars,7.5,300.0
137,60486-26495-2024-09-20-17,Houston Astros Over 8.5,Team Total,Caesars,8.5,450.0
138,60486-26495-2024-09-20-17,Houston Astros Under 2.5,Team Total,Caesars,2.5,300.0
139,60486-26495-2024-09-20-17,Houston Astros Under 3.5,Team Total,Caesars,3.5,170.0
140,60486-26495-2024-09-20-17,Houston Astros Under 5.5,Team Total,Caesars,5.5,-167.0
141,60486-26495-2024-09-20-17,Houston Astros Under 6.5,Team Total,Caesars,6.5,-275.0
142,60486-26495-2024-09-20-17,Houston Astros Under 7.5,Team Total,Caesars,7.5,-450.0
143,60486-26495-2024-09-20-17,Houston Astros Under 8.5,Team Total,Caesars,8.5,-800.0
144,60486-26495-2024-09-20-17,Los Angeles Angels Over 2.5,Team Total,Caesars,2.5,-162.0
145,60486-26495-2024-09-20-17,Los Angeles Angels Over 4.5,Team Total,Caesars,4.5,188.0
146,60486-26495-2024-09-20-17,Los Angeles Angels Over 5.5,Team Total,Caesars,5.5,290.0
147,60486-26495-2024-09-20-17,Los Angeles Angels Over 6.5,Team Total,Caesars,6.5,450.0
148,60486-26495-2024-09-20-17,Los Angeles Angels Over 7.5,Team Total,Caesars,7.5,650.0
149,60486-26495-2024-09-20-17,Los Angeles Angels Over 8.5,Team Total,Caesars,8.5,900.0
150,60486-26495-2024-09-20-17,Los Angeles Angels Under 2.5,Team Total,Caesars,2.5,125.0
151,60486-26495-2024-09-20-17,Los Angeles Angels Under 4.5,Team Total,Caesars,4.5,-250.0
152,60486-26495-2024-09-20-17,Los Angeles Angels Under 5.5,Team Total,Caesars,5.5,-450.0
153,60486-26495-2024-09-20-17,Los Angeles Angels Under 6.5,Team Total,Caesars,6.5,-800.0
154,60486-26495-2024-09-20-17,Los Angeles Angels Under 7.5,Team Total,Caesars,7.5,-1400.0
155,60486-26495-2024-09-20-17,Los Angeles Angels Under 8.5,Team Total,Caesars,8.5,-3300.0
156,60486-26495-2024-09-20-17,Houston Astros Over 4.5,Team Total,Caesars,4.5,-133.0
157,60486-26495-2024-09-20-17,Houston Astros Under 4.5,Team Total,Caesars,4.5,100.0
158,60486-26495-2024-09-20-17,Los Angeles Angels Over 3.5,Team Total,Caesars,3.5,115.0
159,60486-26495-2024-09-20-17,Los Angeles Angels Under 3.5,Team Total,Caesars,3.5,-150.0
160,60486-26495-2024-09-20-17,Draw,1st Inning Moneyline 3-Way,Caesars,,-175.0
161,60486-26495-2024-09-20-17,Houston Astros,1st Inning Moneyline 3-Way,Caesars,,240.0
162,60486-26495-2024-09-20-17,Los Angeles Angels,1st Inning Moneyline 3-Way,Caesars,,410.0
163,60486-26495-2024-09-20-17,Over 8.5,Total Runs,Caesars,8.5,100.0
164,60486-26495-2024-09-20-17,Under 8.5,Total Runs,Caesars,8.5,-120.0
165,60486-26495-2024-09-20-17,Over 0.5,1st Inning Total Runs,Caesars,0.5,-105.0
166,60486-26495-2024-09-20-17,Under 0.5,1st Inning Total Runs,Caesars,0.5,-125.0
167,12164-37900-2024-09-20-16,New York Mets,Moneyline,Caesars,,-110.0
168,12164-37900-2024-09-20-16,Philadelphia Phillies,Moneyline,Caesars,,-110.0
169,12164-37900-2024-09-20-16,No,No Runs First Inning,Caesars,,115.0
170,12164-37900-2024-09-20-16,Yes,No Runs First Inning,Caesars,,-145.0
171,12164-37900-2024-09-20-16,New York Mets Over 2.5,Team Total,Caesars,2.5,-187.0
172,12164-37900-2024-09-20-16,New York Mets Over 4.5,Team Total,Caesars,4.5,170.0
173,12164-37900-2024-09-20-16,New York Mets Over 5.5,Team Total,Caesars,5.5,270.0
174,12164-37900-2024-09-20-16,New York Mets Over 6.5,Team Total,Caesars,6.5,450.0
175,12164-37900-2024-09-20-16,New York Mets Over 7.5,Team Total,Caesars,7.5,650.0
176,12164-37900-2024-09-20-16,New York Mets Over 8.5,Team Total,Caesars,8.5,900.0
177,12164-37900-2024-09-20-16,New York Mets Under 2.5,Team Total,Caesars,2.5,145.0
178,12164-37900-2024-09-20-16,New York Mets Under 4.5,Team Total,Caesars,4.5,-225.0
179,12164-37900-2024-09-20-16,New York Mets Under 5.5,Team Total,Caesars,5.5,-400.0
180,12164-37900-2024-09-20-16,New York Mets Under 6.5,Team Total,Caesars,6.5,-700.0
181,12164-37900-2024-09-20-16,New York Mets Under 7.5,Team Total,Caesars,7.5,-1400.0
182,12164-37900-2024-09-20-16,New York Mets Under 8.5,Team Total,Caesars,8.5,-3300.0
183,12164-37900-2024-09-20-16,Philadelphia Phillies Over 2.5,Team Total,Caesars,2.5,-225.0
184,12164-37900-2024-09-20-16,Philadelphia Phillies Over 4.5,Team Total,Caesars,4.5,138.0
185,12164-37900-2024-09-20-16,Philadelphia Phillies Over 5.5,Team Total,Caesars,5.5,225.0
186,12164-37900-2024-09-20-16,Philadelphia Phillies Over 6.5,Team Total,Caesars,6.5,350.0
187,12164-37900-2024-09-20-16,Philadelphia Phillies Over 7.5,Team Total,Caesars,7.5,500.0
188,12164-37900-2024-09-20-16,Philadelphia Phillies Over 8.5,Team Total,Caesars,8.5,750.0
189,12164-37900-2024-09-20-16,Philadelphia Phillies Under 2.5,Team Total,Caesars,2.5,170.0
190,12164-37900-2024-09-20-16,Philadelphia Phillies Under 4.5,Team Total,Caesars,4.5,-182.0
191,12164-37900-2024-09-20-16,Philadelphia Phillies Under 5.5,Team Total,Caesars,5.5,-300.0
192,12164-37900-2024-09-20-16,Philadelphia Phillies Under 6.5,Team Total,Caesars,6.5,-550.0
193,12164-37900-2024-09-20-16,Philadelphia Phillies Under 7.5,Team Total,Caesars,7.5,-900.0
194,12164-37900-2024-09-20-16,Philadelphia Phillies Under 8.5,Team Total,Caesars,8.5,-2000.0
195,12164-37900-2024-09-20-16,New York Mets Over 3.5,Team Total,Caesars,3.5,100.0
196,12164-37900-2024-09-20-16,New York Mets Under 3.5,Team Total,Caesars,3.5,-125.0
197,12164-37900-2024-09-20-16,Philadelphia Phillies Over 3.5,Team Total,Caesars,3.5,-125.0
198,12164-37900-2024-09-20-16,Philadelphia Phillies Under 3.5,Team Total,Caesars,3.5,-105.0
199,12164-37900-2024-09-20-16,Draw,1st Inning Moneyline 3-Way,Caesars,,-215.0
200,12164-37900-2024-09-20-16,New York Mets,1st Inning Moneyline 3-Way,Caesars,,340.0
201,12164-37900-2024-09-20-16,Philadelphia Phillies,1st Inning Moneyline 3-Way,Caesars,,360.0
202,12164-37900-2024-09-20-16,Over 7.5,Total Runs,Caesars,7.5,105.0
203,12164-37900-2024-09-20-16,Under 7.5,Total Runs,Caesars,7.5,-125.0
204,12164-37900-2024-09-20-16,Over 0.5,1st Inning Total Runs,Caesars,0.5,115.0
205,12164-37900-2024-09-20-16,Under 0.5,1st Inning Total Runs,Caesars,0.5,-145.0
206,14818-40673-2024-09-20-16,Atlanta Braves,Moneyline,Caesars,,-205.0
207,14818-40673-2024-09-20-16,Miami Marlins,Moneyline,Caesars,,170.0
208,14818-40673-2024-09-20-16,No,No Runs First Inning,Caesars,,-110.0
209,14818-40673-2024-09-20-16,Yes,No Runs First Inning,Caesars,,-120.0
210,14818-40673-2024-09-20-16,Atlanta Braves Over 2.5,Team Total,Caesars,2.5,-550.0
211,14818-40673-2024-09-20-16,Atlanta Braves Over 3.5,Team Total,Caesars,3.5,-275.0
212,14818-40673-2024-09-20-16,Atlanta Braves Over 4.5,Team Total,Caesars,4.5,-154.0
213,14818-40673-2024-09-20-16,Atlanta Braves Over 6.5,Team Total,Caesars,6.5,160.0
214,14818-40673-2024-09-20-16,Atlanta Braves Over 7.5,Team Total,Caesars,7.5,240.0
215,14818-40673-2024-09-20-16,Atlanta Braves Over 8.5,Team Total,Caesars,8.5,333.0
216,14818-40673-2024-09-20-16,Atlanta Braves Under 2.5,Team Total,Caesars,2.5,333.0
217,14818-40673-2024-09-20-16,Atlanta Braves Under 3.5,Team Total,Caesars,3.5,200.0
218,14818-40673-2024-09-20-16,Atlanta Braves Under 4.5,Team Total,Caesars,4.5,120.0
219,14818-40673-2024-09-20-16,Atlanta Braves Under 6.5,Team Total,Caesars,6.5,-225.0
220,14818-40673-2024-09-20-16,Atlanta Braves Under 7.5,Team Total,Caesars,7.5,-333.0
221,14818-40673-2024-09-20-16,Atlanta Braves Under 8.5,Team Total,Caesars,8.5,-500.0
222,14818-40673-2024-09-20-16,Miami Marlins Over 2.5,Team Total,Caesars,2.5,-182.0
223,14818-40673-2024-09-20-16,Miami Marlins Over 4.5,Team Total,Caesars,4.5,175.0
224,14818-40673-2024-09-20-16,Miami Marlins Over 5.5,Team Total,Caesars,5.5,275.0
225,14818-40673-2024-09-20-16,Miami Marlins Over 6.5,Team Total,Caesars,6.5,450.0
226,14818-40673-2024-09-20-16,Miami Marlins Over 7.5,Team Total,Caesars,7.5,650.0
227,14818-40673-2024-09-20-16,Miami Marlins Over 8.5,Team Total,Caesars,8.5,900.0
228,14818-40673-2024-09-20-16,Miami Marlins Under 2.5,Team Total,Caesars,2.5,138.0
229,14818-40673-2024-09-20-16,Miami Marlins Under 4.5,Team Total,Caesars,4.5,-225.0
230,14818-40673-2024-09-20-16,Miami Marlins Under 5.5,Team Total,Caesars,5.5,-400.0
231,14818-40673-2024-09-20-16,Miami Marlins Under 6.5,Team Total,Caesars,6.5,-700.0
232,14818-40673-2024-09-20-16,Miami Marlins Under 7.5,Team Total,Caesars,7.5,-1400.0
233,14818-40673-2024-09-20-16,Miami Marlins Under 8.5,Team Total,Caesars,8.5,-3300.0
234,14818-40673-2024-09-20-16,Atlanta Braves Over 5.5,Team Total,Caesars,5.5,105.0
235,14818-40673-2024-09-20-16,Atlanta Braves Under 5.5,Team Total,Caesars,5.5,-137.0
236,14818-40673-2024-09-20-16,Miami Marlins Over 3.5,Team Total,Caesars,3.5,100.0
237,14818-40673-2024-09-20-16,Miami Marlins Under 3.5,Team Total,Caesars,3.5,-133.0
238,14818-40673-2024-09-20-16,Atlanta Braves,1st Inning Moneyline 3-Way,Caesars,,255.0
239,14818-40673-2024-09-20-16,Draw,1st Inning Moneyline 3-Way,Caesars,,-175.0
240,14818-40673-2024-09-20-16,Miami Marlins,1st Inning Moneyline 3-Way,Caesars,,375.0
241,14818-40673-2024-09-20-16,Over 8.5,Total Runs,Caesars,8.5,-115.0
242,14818-40673-2024-09-20-16,Under 8.5,Total Runs,Caesars,8.5,-105.0
243,14818-40673-2024-09-20-16,Over 0.5,1st Inning Total Runs,Caesars,0.5,-110.0
244,14818-40673-2024-09-20-16,Under 0.5,1st Inning Total Runs,Caesars,0.5,-120.0
245,40548-36174-2024-09-20-11,Chicago Cubs,Moneyline,Caesars,,-170.0
246,40548-36174-2024-09-20-11,Washington Nationals,Moneyline,Caesars,,143.0
247,60486-26495-2024-09-19-17,Houston Astros,Moneyline,Pinnacle,,-286.0
248,60486-26495-2024-09-19-17,Los Angeles Angels,Moneyline,Pinnacle,,254.0
249,60486-26495-2024-09-19-17,Over 3.5,1st Half Total Runs,Pinnacle,3.5,-176.0
250,60486-26495-2024-09-19-17,Over 4,1st Half Total Runs,Pinnacle,4.0,-136.0
251,60486-26495-2024-09-19-17,Over 5,1st Half Total Runs,Pinnacle,5.0,129.0
252,60486-26495-2024-09-19-17,Over 5.5,1st Half Total Runs,Pinnacle,5.5,156.0
253,60486-26495-2024-09-19-17,Under 3.5,1st Half Total Runs,Pinnacle,3.5,151.0
254,60486-26495-2024-09-19-17,Under 4,1st Half Total Runs,Pinnacle,4.0,119.0
255,60486-26495-2024-09-19-17,Under 5,1st Half Total Runs,Pinnacle,5.0,-149.0
256,60486-26495-2024-09-19-17,Under 5.5,1st Half Total Runs,Pinnacle,5.5,-183.0
257,60486-26495-2024-09-19-17,Over 4.5,1st Half Total Runs,Pinnacle,4.5,-100.0
258,60486-26495-2024-09-19-17,Under 4.5,1st Half Total Runs,Pinnacle,4.5,-114.0
259,60486-26495-2024-09-19-17,No,No Runs First Inning,Pinnacle,,102.0
260,60486-26495-2024-09-19-17,Yes,No Runs First Inning,Pinnacle,,-119.0
261,60486-26495-2024-09-19-17,Houston Astros +0.5,1st Half Run Line,Pinnacle,0.5,-344.0
262,60486-26495-2024-09-19-17,Houston Astros +1,1st Half Run Line,Pinnacle,1.0,-610.0
263,60486-26495-2024-09-19-17,Houston Astros -0.5,1st Half Run Line,Pinnacle,-0.5,-169.0
264,60486-26495-2024-09-19-17,Houston Astros -1,1st Half Run Line,Pinnacle,-1.0,-129.0
265,60486-26495-2024-09-19-17,Los Angeles Angels +0.5,1st Half Run Line,Pinnacle,0.5,145.0
266,60486-26495-2024-09-19-17,Los Angeles Angels +1,1st Half Run Line,Pinnacle,1.0,111.0
267,60486-26495-2024-09-19-17,Los Angeles Angels -0.5,1st Half Run Line,Pinnacle,-0.5,275.0
268,60486-26495-2024-09-19-17,Los Angeles Angels -1,1st Half Run Line,Pinnacle,-1.0,421.0
269,60486-26495-2024-09-19-17,Houston Astros +0,1st Half Run Line,Pinnacle,0.0,-271.0
270,60486-26495-2024-09-19-17,Los Angeles Angels -0,1st Half Run Line,Pinnacle,-0.0,229.0
271,60486-26495-2024-09-19-17,Houston Astros Over 2.5,1st Half Team Total,Pinnacle,2.5,-126.0
272,60486-26495-2024-09-19-17,Houston Astros Under 2.5,1st Half Team Total,Pinnacle,2.5,104.0
273,60486-26495-2024-09-19-17,Los Angeles Angels Over 1.5,1st Half Team Total,Pinnacle,1.5,119.0
274,60486-26495-2024-09-19-17,Los Angeles Angels Under 1.5,1st Half Team Total,Pinnacle,1.5,-145.0
275,60486-26495-2024-09-19-17,Houston Astros Over 4.5,Team Total,Pinnacle,4.5,-140.0
276,60486-26495-2024-09-19-17,Houston Astros Under 4.5,Team Total,Pinnacle,4.5,119.0
277,60486-26495-2024-09-19-17,Los Angeles Angels Over 2.5,Team Total,Pinnacle,2.5,-133.0
278,60486-26495-2024-09-19-17,Los Angeles Angels Under 2.5,Team Total,Pinnacle,2.5,114.0
279,60486-26495-2024-09-19-17,Draw,1st Inning Moneyline 3-Way,Pinnacle,,-133.0
280,60486-26495-2024-09-19-17,Houston Astros,1st Inning Moneyline 3-Way,Pinnacle,,214.0
281,60486-26495-2024-09-19-17,Los Angeles Angels,1st Inning Moneyline 3-Way,Pinnacle,,442.0
282,60486-26495-2024-09-19-17,Over 11.5,Total Runs,Pinnacle,11.5,303.0
283,60486-26495-2024-09-19-17,Over 4.5,Total Runs,Pinnacle,4.5,-703.0
284,60486-26495-2024-09-19-17,Over 6.5,Total Runs,Pinnacle,6.5,-222.0
